0.01,0.02,0.03,0.04,0.05
0.8526936027,0.8686868687,0.8131313131,0.8644781145,0.8728956229
0.845959596,0.8476430976,0.8762626263,0.8526936027,0.8762626263
0.8451178451,0.8728956229,0.8644781145,0.8636363636,0.8695286195
0.8324915825,0.8358585859,0.8754208754,0.8627946128,0.8661616162
0.8257575758,0.8501683502,0.8392255892,0.8956228956,0.8771043771
0.8400673401,0.8627946128,0.8341750842,0.8653198653,0.8821548822
0.8400673401,0.8611111111,0.8627946128,0.867003367,0.8804713805
0.8678451178,0.8518518519,0.8821548822,0.8602693603,0.8737373737
0.8644781145,0.8796296296,0.8661616162,0.8737373737,0.8804713805
0.8383838384,0.8712121212,0.8552188552,0.8552188552,0.8636363636
0.8409090909,0.8703703704,0.8594276094,0.861952862,0.8745791246
0.8417508418,0.8712121212,0.8796296296,0.8804713805,0.882996633
0.8569023569,0.8678451178,0.8821548822,0.8560606061,0.8602693603
0.8518518519,0.8341750842,0.8611111111,0.8779461279,0.8796296296
0.8324915825,0.8569023569,0.8762626263,0.8771043771,0.8745791246
0.8333333333,0.8627946128,0.8560606061,0.8695286195,0.867003367
0.8324915825,0.8636363636,0.8602693603,0.8737373737,0.8737373737
0.851010101,0.8745791246,0.8695286195,0.8872053872,0.8543771044
0.8501683502,0.8602693603,0.8661616162,0.8771043771,0.8745791246
0.8240740741,0.8636363636,0.8627946128,0.8611111111,0.8787878788
