58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36
0.8333333333,0.8434343434,0.8114478114,0.7424242424,0.8232323232,0.8173400673,0.7264309764,0.8333333333,0.8282828283,0.8291245791,0.8156565657,0.7643097643,0.813973064,0.8274410774,0.8274410774,0.7230639731,0.819023569,0.8409090909,,,,,
0.8173400673,0.8181818182,0.8274410774,0.8291245791,0.8038720539,0.8291245791,0.82996633,0.765993266,0.8308080808,0.8493265993,0.8265993266,0.8240740741,0.8484848485,0.7441077441,0.7424242424,0.7449494949,0.8425925926,0.7079124579,,,,,
0.851010101,0.8333333333,0.8560606061,0.8198653199,0.8518518519,0.8291245791,0.8375420875,0.8257575758,0.8114478114,0.8198653199,0.8425925926,0.7297979798,0.8341750842,0.819023569,0.8451178451,0.8367003367,0.8535353535,0.8223905724,,,,,
0.7222222222,0.8316498316,0.8501683502,0.8316498316,0.8181818182,0.8333333333,0.8089225589,0.8265993266,0.8400673401,0.8181818182,0.8181818182,0.7365319865,0.8333333333,0.8324915825,0.8274410774,0.8013468013,0.8265993266,0.8434343434,,,,,
0.8341750842,0.8223905724,0.8518518519,0.8543771044,0.8425925926,0.8291245791,0.8392255892,0.8333333333,0.845959596,0.8409090909,0.7988215488,0.7676767677,0.7651515152,0.7491582492,0.8358585859,0.8148148148,0.7592592593,0.8274410774,,,,,
0.7323232323,0.8181818182,0.8291245791,0.8383838384,0.7205387205,0.8552188552,0.8333333333,0.8122895623,0.7466329966,0.8409090909,0.8392255892,0.7474747475,0.8114478114,0.8341750842,0.8451178451,0.8282828283,0.8409090909,0.8316498316,,,,,
0.8148148148,0.7306397306,0.8468013468,0.813973064,0.8375420875,0.8198653199,0.8308080808,0.8282828283,0.8333333333,0.8392255892,0.7365319865,0.8223905724,0.8392255892,0.7281144781,0.8400673401,0.8358585859,0.8375420875,0.8425925926,,,,,
0.8173400673,0.813973064,0.8383838384,0.7407407407,0.8367003367,0.8215488215,0.8122895623,0.7491582492,0.8223905724,0.734006734,0.8164983165,0.7415824916,0.8375420875,0.8442760943,0.8223905724,0.8316498316,0.8240740741,0.7525252525,,,,,
0.7424242424,0.7617845118,0.8324915825,0.8316498316,0.8358585859,0.8164983165,0.845959596,0.7550505051,0.8383838384,0.8249158249,0.82996633,0.8358585859,0.8358585859,0.8055555556,0.835016835,0.8148148148,0.8316498316,0.8072390572,,,,,
0.8156565657,0.8425925926,0.8468013468,0.8291245791,0.8223905724,0.8240740741,0.8400673401,0.8207070707,0.8484848485,0.8232323232,0.8114478114,0.8324915825,0.8148148148,0.8291245791,0.8089225589,0.7525252525,0.8400673401,0.7651515152,,,,,
0.835016835,0.8392255892,0.8156565657,0.8282828283,0.8425925926,0.8249158249,0.8484848485,0.8240740741,0.8080808081,0.8375420875,0.8257575758,0.7516835017,0.8106060606,0.8257575758,0.8282828283,0.8375420875,0.728956229,0.8215488215,,,,,
0.7567340067,0.8274410774,0.734006734,0.8476430976,0.8375420875,0.8308080808,0.8476430976,0.8257575758,0.8476430976,0.8468013468,0.712962963,0.8341750842,0.8383838384,0.8375420875,0.8392255892,0.82996633,0.8282828283,0.8417508418,,,,,
0.8207070707,0.8409090909,0.7533670034,0.8341750842,0.851010101,0.8358585859,0.8501683502,0.8038720539,0.7483164983,0.8265993266,0.8114478114,0.8316498316,0.8308080808,0.8249158249,0.8333333333,0.8249158249,0.8333333333,0.8400673401,,,,,
0.8425925926,0.8367003367,0.8173400673,0.8198653199,0.8358585859,0.8240740741,0.8333333333,0.8324915825,0.8240740741,0.8425925926,0.8341750842,0.835016835,0.8148148148,0.8324915825,0.8324915825,0.8038720539,0.8367003367,0.8274410774,,,,,
0.8383838384,0.8080808081,0.8468013468,0.819023569,0.8434343434,0.8232323232,0.8316498316,0.8324915825,0.8333333333,0.781986532,0.8392255892,0.8291245791,0.8114478114,0.8080808081,0.7525252525,0.8265993266,0.8308080808,0.819023569,,,,,
0.8156565657,0.8341750842,0.8375420875,0.8367003367,0.8400673401,0.8409090909,0.8383838384,0.8232323232,0.819023569,0.8308080808,0.8164983165,0.8274410774,0.8173400673,0.8409090909,0.8392255892,0.8367003367,0.8308080808,0.7651515152,,,,,
0.8215488215,0.7609427609,0.8375420875,0.8375420875,0.7239057239,0.8257575758,0.8375420875,0.8358585859,0.8282828283,0.8148148148,0.7281144781,0.8223905724,0.819023569,0.8442760943,0.8392255892,0.82996633,0.8265993266,0.8122895623,,,,,
0.8383838384,0.8417508418,0.7331649832,0.7474747475,0.8703703704,0.8249158249,0.8097643098,0.8518518519,0.8308080808,0.8106060606,0.7171717172,0.8173400673,0.8232323232,0.8324915825,0.8181818182,0.8240740741,0.8442760943,0.8367003367,,,,,
0.8476430976,0.8308080808,0.8223905724,0.7533670034,0.8425925926,0.8484848485,0.835016835,0.8409090909,0.8316498316,0.7516835017,0.8232323232,0.8375420875,0.8341750842,0.7533670034,0.8282828283,0.8215488215,0.8425925926,0.8198653199,,,,,
0.8392255892,0.8308080808,0.7525252525,0.8282828283,0.845959596,0.8207070707,0.835016835,0.8072390572,0.8282828283,0.8249158249,0.7525252525,0.8265993266,0.8265993266,0.7138047138,0.8240740741,0.813973064,0.8333333333,0.8148148148,,,,,
